customer_ID,business_category
82217,Internet cafe
82218,Library
82219,Internet cafe
82220,Professional service
82221,Tourist information center
82222,Medical organization
82223,Government office
82224,Emergency services
82225,Professional service
82226,Health and construction business
82227,Automotive business
82228,Lodging business
82229,Internet cafe
82230,Real estate agent
82231,Financial service
82232,Medical organization
82233,Government office
82234,Health and construction business
82235,Real estate agent
82236,Shopping center
82237,Dry cleaning or laundry
82238,Travel agency
82239,Travel agency
82240,Food establishment
82241,Emergency services
82242,Automotive business
82243,Tourist information center
82244,Financial service
82245,Food establishment
82246,Travel agency
82247,Television station
82248,Automotive business
82249,Professional service
82250,Tourist information center
82251,Tourist information center
82252,Health and construction business
82253,Sports activity location
82254,Shopping center
82255,Government office
82256,Animal shelter
82257,Animal shelter
82258,Self storage
82259,Professional service
82260,Entertainment business
82261,Entertainment business
82262,Tourist information center
82263,Real estate agent
82264,Government office
82265,Internet cafe
82266,Animal shelter
82267,Sports activity location
82268,Entertainment business
82269,Self storage
82270,Government office
82271,Library
82272,Television station
82273,Shopping center
82274,Emergency services
82275,Animal shelter
82276,Library
82277,Professional service
82278,Sports activity location
82279,Store
82280,Professional service
82281,Financial service
82282,Shopping center
82283,Real estate agent
82284,Library
82285,Emergency services
82286,Self storage
82287,Sports activity location
82288,Real estate agent
82289,Real estate agent
82290,Health and construction business
82291,Internet cafe
82292,Automotive business
82293,Professional service
82294,Television station
82295,Lodging business
82296,Travel agency
82297,Food establishment
82298,Lodging business
82299,Automotive business
82300,Health and construction business
82301,Emergency services
82302,Travel agency
82303,Library
82304,Government office
82305,Self storage
82306,Employment agency
82307,Food establishment
82308,Internet cafe
82309,Emergency services
82310,Tourist information center
82311,Travel agency
82312,Lodging business
82313,Store
82314,Child care
82315,Government office
82316,Medical organization
82317,Professional service
82318,Sports activity location
82319,Store
82320,Travel agency
82321,Medical organization
82322,Television station
82323,Employment agency
82324,Employment agency
82325,Tourist information center
82326,Self storage
82327,Self storage
82328,Government office
82329,Entertainment business
82330,Employment agency
82331,Internet cafe
82332,Employment agency
82333,Entertainment business
82334,Library
82335,Real estate agent
82336,Food establishment
82337,Automotive business
82338,Automotive business
82339,Medical organization
82340,Professional service
82341,Television station
82342,Store
82343,Emergency services
82344,Emergency services
82345,Self storage
82346,Self storage
82347,Self storage
82348,Entertainment business
82349,Animal shelter
82350,Government office
82351,Lodging business
82352,Real estate agent
82353,Library
82354,Self storage
82355,Animal shelter
82356,Financial service
82357,Health and construction business
82358,Emergency services
82359,Animal shelter
82360,Lodging business
82361,Travel agency
82362,Health and construction business
82363,Financial service
82364,Medical organization
82365,Library
82366,Internet cafe
82367,Entertainment business
82368,Shopping center
82369,Animal shelter
82370,Child care
82371,Automotive business
82372,Health and construction business
82373,Emergency services
82374,Employment agency
82375,Lodging business
82376,Lodging business
82377,Lodging business
82378,Emergency services
82379,Entertainment business
82380,Entertainment business
82381,Internet cafe
82382,Automotive business
82383,Internet cafe
82384,Travel agency
82385,Health and construction business
82386,Emergency services
82387,Self storage
82388,Real estate agent
82389,Professional service
82390,Real estate agent
82391,Professional service
82392,Travel agency
82393,Tourist information center
82394,Health and construction business
82395,Government office
82396,Medical organization
82397,Employment agency
82398,Tourist information center
82399,Employment agency
82400,Lodging business
82401,Television station
82402,Emergency services
82403,Store
82404,Self storage
82405,Real estate agent
82406,Library
82407,Employment agency
82408,Health and construction business
82409,Lodging business
82410,Travel agency
82411,Library
82412,Financial service
82413,Television station
82414,Sports activity location
82415,Employment agency
82416,Internet cafe
82417,Travel agency
82418,Real estate agent
82419,Television station
82420,Automotive business
82421,Employment agency
82422,Child care
82423,Professional service
82424,Self storage
82425,Television station
82426,Internet cafe
82427,Internet cafe
82428,Medical organization
82429,Library
82430,Internet cafe
82431,Food establishment
82432,Automotive business
82433,Child care
82434,Health and construction business
82435,Internet cafe
82436,Dry cleaning or laundry
82437,Food establishment
82438,Animal shelter
82439,Food establishment
82440,Internet cafe
82441,Lodging business
82442,Real estate agent
82443,Medical organization
82444,Animal shelter
82445,Medical organization
82446,Real estate agent
82447,Employment agency
82448,Child care
82449,Library
82450,Animal shelter
82451,Government office
82452,Internet cafe
82453,Automotive business
82454,Internet cafe
82455,Employment agency
82456,Entertainment business
82457,Government office
82458,Entertainment business
82459,Animal shelter
82460,Tourist information center
82461,Lodging business
82462,Child care
82463,Entertainment business
82464,Self storage
82465,Employment agency
82466,Real estate agent
82467,Entertainment business
82468,Internet cafe
82469,Employment agency
82470,Medical organization
82471,Government office
82472,Store
82473,Shopping center
82474,Store
82475,Television station
82476,Self storage
82477,Professional service
82478,Travel agency
82479,Travel agency
82480,Tourist information center
82481,Financial service
82482,Store
82483,Self storage
82484,Automotive business
82485,Library
82486,Television station
82487,Sports activity location
82488,Food establishment
82489,Store
82490,Self storage
82491,Shopping center
82492,Medical organization
82493,Child care
82494,Child care
82495,Library
82496,Real estate agent
82497,Tourist information center
82498,Government office
82499,Shopping center
82500,Sports activity location
82501,Government office
82502,Sports activity location
82503,Automotive business
82504,Travel agency
82505,Employment agency
82506,Travel agency
82507,Internet cafe
82508,Financial service
82509,Employment agency
82510,Professional service
82511,Professional service
82512,Real estate agent
82513,Professional service
82514,Employment agency
82515,Entertainment business
82516,Tourist information center
82517,Lodging business
82518,Automotive business
82519,Shopping center
82520,Emergency services
82521,Government office
82522,Dry cleaning or laundry
82523,Lodging business
82524,Sports activity location
82525,Emergency services
82526,Animal shelter
82527,Employment agency
82528,Employment agency
82529,Food establishment
82530,Food establishment
82531,Food establishment
82532,Real estate agent
82533,Shopping center
82534,Financial service
82535,Store
82536,Shopping center
82537,Television station
82538,Employment agency
82539,Automotive business
82540,Store
82541,Health and construction business
82542,Automotive business
82543,Internet cafe
82544,Store
82545,Employment agency
82546,Health and construction business
82547,Television station
82548,Child care
82549,Automotive business
82550,Sports activity location
82551,Child care
82552,Internet cafe
82553,Employment agency
82554,Store
82555,Government office
82556,Lodging business
82557,Real estate agent
82558,Shopping center
82559,Automotive business
82560,Library
82561,Medical organization
82562,Television station
82563,Food establishment
82564,Employment agency
82565,Professional service
82566,Automotive business
82567,Entertainment business
82568,Dry cleaning or laundry
82569,Store
82570,Child care
82571,Food establishment
82572,Medical organization
82573,Tourist information center
82574,Government office
82575,Emergency services
82576,Government office
82577,Child care
82578,Financial service
82579,Tourist information center
82580,Child care
82581,Shopping center
82582,Internet cafe
82583,Lodging business
82584,Food establishment
82585,Government office
82586,Television station
82587,Travel agency
82588,Emergency services
82589,Television station
82590,Internet cafe
82591,Professional service
82592,Entertainment business
82593,Travel agency
82594,Automotive business
82595,Emergency services
82596,Entertainment business
82597,Internet cafe
82598,Professional service
82599,Self storage
82600,Dry cleaning or laundry
82601,Television station
82602,Animal shelter
82603,Travel agency
82604,Government office
82605,Food establishment
82606,Animal shelter
82607,Government office
82608,Government office
82609,Animal shelter
82610,Animal shelter
82611,Library
82612,Store
82613,Health and construction business
82614,Internet cafe
82615,Travel agency
82616,Tourist information center
82617,Travel agency
82618,Financial service
82619,Library
82620,Sports activity location
82621,Sports activity location
82622,Automotive business
82623,Automotive business
82624,Government office
82625,Television station
82626,Emergency services
82627,Real estate agent
82628,Medical organization
82629,Sports activity location
82630,Professional service
82631,Dry cleaning or laundry
82632,Lodging business
82633,Emergency services
82634,Employment agency
82635,Financial service
82636,Travel agency
82637,Library
82638,Real estate agent
82639,Library
82640,Dry cleaning or laundry
82641,Professional service
82642,Emergency services
82643,Entertainment business
82644,Lodging business
82645,Professional service
82646,Medical organization
82647,Real estate agent
82648,Automotive business
82649,Lodging business
82650,Employment agency
82651,Professional service
82652,Child care
82653,Employment agency
82654,Television station
82655,Medical organization
82656,Television station
82657,Real estate agent
82658,Store
82659,Entertainment business
82660,Shopping center
82661,Food establishment
82662,Real estate agent
82663,Self storage
82664,Health and construction business
82665,Library
82666,Tourist information center
82667,Professional service
82668,Health and construction business
82669,Government office
82670,Self storage
82671,Store
82672,Professional service
82673,Medical organization
82674,Real estate agent
82675,Internet cafe
82676,Lodging business
82677,Health and construction business
82678,Medical organization
82679,Food establishment
82680,Store
82681,Financial service
82682,Entertainment business
82683,Financial service
82684,Child care
82685,Travel agency
82686,Real estate agent
82687,Store
82688,Dry cleaning or laundry
82689,Shopping center
82690,Animal shelter
82691,Entertainment business
82692,Child care
82693,Health and construction business
82694,Lodging business
82695,Emergency services
82696,Automotive business
82697,Animal shelter
82698,Real estate agent
82699,Child care
82700,Entertainment business
82701,Travel agency
82702,Medical organization
82703,Entertainment business
82704,Internet cafe
82705,Emergency services
82706,Medical organization
82707,Food establishment
82708,Library
82709,Health and construction business
82710,Animal shelter
82711,Store
82712,Health and construction business
82713,Health and construction business
82714,Travel agency
82715,Professional service
82716,Shopping center
82717,Shopping center
82718,Library
82719,Sports activity location
82720,Financial service
82721,Television station
82722,Animal shelter
82723,Professional service
82724,Automotive business
82725,Lodging business
82726,Emergency services
82727,Emergency services
82728,Financial service
82729,Lodging business
82730,Real estate agent
82731,Store
82732,Dry cleaning or laundry
82733,Food establishment
82734,Government office
82735,Dry cleaning or laundry
82736,Library
82737,Self storage
82738,Internet cafe
82739,Automotive business
82740,Dry cleaning or laundry
82741,Lodging business
82742,Tourist information center
82743,Financial service
82744,Television station
82745,Tourist information center
82746,Health and construction business
82747,Real estate agent
82748,Dry cleaning or laundry
82749,Travel agency
82750,Animal shelter
82751,Library
82752,Shopping center
82753,Sports activity location
82754,Child care
82755,Health and construction business
82756,Child care
82757,Store
82758,Internet cafe
82759,Travel agency
82760,Dry cleaning or laundry
82761,Internet cafe
82762,Internet cafe
82763,Entertainment business
82764,Tourist information center
82765,Library
82766,Travel agency
82767,Automotive business
82768,Tourist information center
82769,Dry cleaning or laundry
82770,Emergency services
82771,Library
82772,Real estate agent
82773,Internet cafe
82774,Emergency services
82775,Library
82776,Food establishment
82777,Internet cafe
82778,Automotive business
82779,Television station
82780,Dry cleaning or laundry
82781,Employment agency
82782,Government office
82783,Entertainment business
82784,Employment agency
82785,Professional service
82786,Employment agency
82787,Employment agency
82788,Self storage
82789,Employment agency
82790,Medical organization
82791,Store
82792,Entertainment business
82793,Medical organization
82794,Travel agency
82795,Real estate agent
82796,Emergency services
82797,Self storage
82798,Emergency services
82799,Sports activity location
82800,Self storage
82801,Automotive business
82802,Animal shelter
82803,Financial service
82804,Dry cleaning or laundry
82805,Shopping center
82806,Animal shelter
82807,Television station
82808,Health and construction business
82809,Lodging business
82810,Food establishment
82811,Real estate agent
82812,Real estate agent
82813,Shopping center
82814,Sports activity location
82815,Financial service
82816,Tourist information center
82817,Sports activity location
82818,Television station
82819,Internet cafe
82820,Lodging business
82821,Employment agency
82822,Financial service
82823,Medical organization
82824,Automotive business
82825,Child care
82826,Entertainment business
82827,Government office
82828,Child care
82829,Television station
82830,Internet cafe
82831,Automotive business
82832,Sports activity location
82833,Self storage
82834,Food establishment
82835,Lodging business
82836,Sports activity location
82837,Animal shelter
82838,Financial service
82839,Government office
82840,Internet cafe
82841,Professional service
82842,Lodging business
82843,Library
82844,Employment agency
82845,Animal shelter
82846,Store
82847,Health and construction business
82848,Travel agency
82849,Store
82850,Sports activity location
82851,Entertainment business
82852,Dry cleaning or laundry
82853,Food establishment
82854,Self storage
82855,Professional service
82856,Store
82857,Real estate agent
82858,Automotive business
82859,Employment agency
82860,Financial service
82861,Animal shelter
82862,Store
82863,Television station
82864,Store
82865,Sports activity location
82866,Travel agency
82867,Automotive business
82868,Automotive business
82869,Entertainment business
82870,Internet cafe
82871,Internet cafe
82872,Child care
82873,Medical organization
82874,Medical organization
82875,Emergency services
82876,Internet cafe
82877,Entertainment business
82878,Child care
82879,Sports activity location
82880,Food establishment
82881,Shopping center
82882,Television station
82883,Medical organization
82884,Internet cafe
82885,Emergency services
82886,Lodging business
82887,Professional service
82888,Internet cafe
82889,Shopping center
82890,Child care
82891,Emergency services
82892,Medical organization
82893,Tourist information center
82894,Travel agency
82895,Government office
82896,Travel agency
82897,Child care
82898,Lodging business
82899,Government office
82900,Medical organization
82901,Professional service
82902,Store
82903,Professional service
82904,Real estate agent
82905,Food establishment
82906,Travel agency
82907,Lodging business
82908,Government office
82909,Lodging business
82910,Lodging business
82911,Self storage
82912,Automotive business
82913,Travel agency
82914,Shopping center
82915,Self storage
82916,Sports activity location
82917,Store
82918,Sports activity location
82919,Government office
82920,Entertainment business
82921,Health and construction business
82922,Government office
82923,Entertainment business
82924,Financial service
82925,Health and construction business
82926,Lodging business
82927,Health and construction business
82928,Sports activity location
82929,Store
82930,Lodging business
82931,Child care
82932,Health and construction business
82933,Sports activity location
82934,Professional service
82935,Real estate agent
82936,Emergency services
82937,Library
82938,Child care
82939,Financial service
82940,Store
82941,Animal shelter
82942,Tourist information center
82943,Employment agency
82944,Financial service
82945,Automotive business
82946,Animal shelter
82947,Animal shelter
82948,Food establishment
82949,Emergency services
82950,Employment agency
82951,Sports activity location
82952,Self storage
82953,Financial service
82954,Employment agency
82955,Professional service
82956,Tourist information center
82957,Sports activity location
82958,Tourist information center
82959,Employment agency
82960,Lodging business
82961,Library
82962,Sports activity location
82963,Library
82964,Emergency services
82965,Health and construction business
82966,Financial service
82967,Automotive business
82968,Lodging business
82969,Real estate agent
82970,Tourist information center
82971,Food establishment
82972,Child care
82973,Automotive business
82974,Tourist information center
82975,Food establishment
82976,Lodging business
82977,Sports activity location
82978,Travel agency
82979,Lodging business
82980,Food establishment
82981,Shopping center
82982,Animal shelter
82983,Real estate agent
82984,Shopping center
82985,Dry cleaning or laundry
82986,Animal shelter
82987,Automotive business
82988,Financial service
82989,Sports activity location
82990,Dry cleaning or laundry
82991,Self storage
82992,Internet cafe
82993,Food establishment
82994,Travel agency
82995,Lodging business
82996,Internet cafe
82997,Food establishment
82998,Animal shelter
82999,Entertainment business
83000,Real estate agent
83001,Child care
83002,Health and construction business
83003,Employment agency
83004,Entertainment business
83005,Shopping center
83006,Store
83007,Health and construction business
83008,Food establishment
83009,Employment agency
83010,Travel agency
83011,Health and construction business
83012,Sports activity location
83013,Government office
83014,Employment agency
83015,Shopping center
83016,Tourist information center
83017,Television station
83018,Self storage
83019,Real estate agent
83020,Health and construction business
83021,Financial service
83022,Sports activity location
83023,Employment agency
83024,Store
83025,Dry cleaning or laundry
83026,Tourist information center
83027,Medical organization
83028,Emergency services
83029,Emergency services
83030,Library
83031,Food establishment
83032,Tourist information center
83033,Lodging business
83034,Child care
83035,Employment agency
83036,Self storage
83037,Library
83038,Government office
83039,Travel agency
83040,Professional service
83041,Child care
83042,Travel agency
83043,Medical organization
83044,Self storage
83045,Animal shelter
83046,Television station
83047,Shopping center
83048,Child care
83049,Tourist information center
83050,Store
83051,Professional service
83052,Self storage
83053,Dry cleaning or laundry
83054,Television station
83055,Government office
83056,Emergency services
83057,Health and construction business
83058,Real estate agent
83059,Lodging business
83060,Entertainment business
83061,Sports activity location
83062,Medical organization
83063,Tourist information center
83064,Entertainment business
83065,Internet cafe
83066,Library
83067,Travel agency
83068,Sports activity location
83069,Emergency services
83070,Dry cleaning or laundry
83071,Dry cleaning or laundry
83072,Child care
83073,Health and construction business
83074,Self storage
83075,Health and construction business
83076,Entertainment business
83077,Employment agency
83078,Shopping center
83079,Television station
83080,Automotive business
83081,Entertainment business
83082,Financial service
83083,Self storage
83084,Real estate agent
83085,Dry cleaning or laundry
83086,Tourist information center
83087,Television station
83088,Government office
83089,Animal shelter
83090,Tourist information center
83091,Emergency services
83092,Automotive business
83093,Animal shelter
83094,Food establishment
83095,Medical organization
83096,Entertainment business
83097,Food establishment
83098,Shopping center
83099,Medical organization
83100,Television station
83101,Emergency services
83102,Shopping center
83103,Library
83104,Medical organization
83105,Television station
83106,Child care
83107,Medical organization
83108,Automotive business
83109,Store
83110,Internet cafe
83111,Government office
83112,Government office
83113,Lodging business
83114,Shopping center
83115,Lodging business
83116,Professional service
83117,Emergency services
83118,Government office
83119,Employment agency
83120,Store
83121,Entertainment business
83122,Lodging business
83123,Professional service
83124,Automotive business
83125,Store
83126,Library
83127,Entertainment business
83128,Real estate agent
83129,Tourist information center
83130,Employment agency
83131,Store
83132,Internet cafe
83133,Dry cleaning or laundry
83134,Self storage
83135,Automotive business
83136,Emergency services
83137,Real estate agent
83138,Shopping center
83139,Tourist information center
83140,Automotive business
83141,Tourist information center
83142,Professional service
83143,Entertainment business
83144,Food establishment
83145,Lodging business
83146,Financial service
83147,Professional service
83148,Library
83149,Sports activity location
83150,Shopping center
83151,Entertainment business
83152,Medical organization
83153,Television station
83154,Emergency services
83155,Self storage
83156,Internet cafe
83157,Emergency services
83158,Medical organization
83159,Tourist information center
83160,Store
83161,Store
83162,Tourist information center
83163,Professional service
83164,Sports activity location
83165,Store
83166,Internet cafe
83167,Real estate agent
83168,Self storage
83169,Internet cafe
83170,Sports activity location
83171,Television station
83172,Self storage
83173,Financial service
83174,Employment agency
83175,Financial service
83176,Employment agency
83177,Child care
83178,Employment agency
83179,Travel agency
83180,Shopping center
83181,Real estate agent
83182,Medical organization
83183,Medical organization
83184,Automotive business
83185,Lodging business
83186,Food establishment
83187,Emergency services
83188,Real estate agent
83189,Lodging business
83190,Food establishment
83191,Self storage
83192,Store
83193,Library
83194,Financial service
83195,Tourist information center
83196,Self storage
83197,Food establishment
83198,Financial service
83199,Dry cleaning or laundry
83200,Emergency services
83201,Self storage
83202,Health and construction business
83203,Employment agency
83204,Professional service
83205,Sports activity location
83206,Medical organization
83207,Sports activity location
83208,Tourist information center
83209,Health and construction business
83210,Sports activity location
83211,Entertainment business
83212,Real estate agent
83213,Health and construction business
83214,Professional service
83215,Medical organization
83216,Television station
83217,Travel agency
83218,Employment agency
83219,Sports activity location
83220,Food establishment
83221,Entertainment business
83222,Sports activity location
83223,Travel agency
83224,Store
83225,Government office
83226,Animal shelter
83227,Professional service
83228,Entertainment business
83229,Dry cleaning or laundry
83230,Dry cleaning or laundry
83231,Tourist information center
83232,Medical organization
83233,Child care
83234,Travel agency
83235,Employment agency
83236,Animal shelter
83237,Employment agency
83238,Self storage
83239,Entertainment business
83240,Animal shelter
83241,Dry cleaning or laundry
83242,Lodging business
83243,Sports activity location
83244,Entertainment business
83245,Shopping center
83246,Sports activity location
83247,Professional service
83248,Child care
83249,Automotive business
83250,Dry cleaning or laundry
83251,Sports activity location
83252,Travel agency
83253,Employment agency
83254,Library
83255,Store
83256,Dry cleaning or laundry
83257,Sports activity location
83258,Food establishment
83259,Internet cafe
83260,Employment agency
83261,Employment agency
83262,Employment agency
83263,Medical organization
83264,Lodging business
83265,Medical organization
83266,Real estate agent
83267,Health and construction business
83268,Child care
83269,Animal shelter
83270,Automotive business
83271,Child care
83272,Self storage
83273,Library
83274,Health and construction business
83275,Medical organization
83276,Store
83277,Shopping center
83278,Employment agency
83279,Self storage
83280,Dry cleaning or laundry
83281,Professional service
83282,Sports activity location
83283,Emergency services
83284,Dry cleaning or laundry
83285,Child care
83286,Child care
83287,Child care
83288,Television station
83289,Entertainment business
83290,Internet cafe
83291,Internet cafe
83292,Emergency services
83293,Automotive business
83294,Emergency services
83295,Food establishment
83296,Lodging business
83297,Sports activity location
83298,Television station
83299,Television station
83300,Store
83301,Government office
83302,Employment agency
83303,Real estate agent
83304,Child care
83305,Lodging business
83306,Professional service
83307,Medical organization
83308,Sports activity location
83309,Food establishment
83310,Entertainment business
83311,Professional service
83312,Store
83313,Food establishment
83314,Food establishment
83315,Dry cleaning or laundry
83316,Dry cleaning or laundry
83317,Automotive business
83318,Financial service
83319,Automotive business
83320,Self storage
83321,Internet cafe
83322,Government office
83323,Health and construction business
83324,Tourist information center
83325,Dry cleaning or laundry
83326,Shopping center
83327,Entertainment business
83328,Medical organization
83329,Internet cafe
83330,Tourist information center
83331,Store
83332,Financial service
83333,Library
83334,Professional service
83335,Medical organization
83336,Library
83337,Government office
83338,Food establishment
83339,Child care
83340,Child care
83341,Automotive business
83342,Tourist information center
83343,Animal shelter
83344,Internet cafe
83345,Library
83346,Professional service
83347,Internet cafe
83348,Library
83349,Internet cafe
83350,Tourist information center
83351,Financial service
83352,Automotive business
83353,Medical organization
83354,Animal shelter
83355,Television station
83356,Health and construction business
83357,Sports activity location
83358,Lodging business
83359,Financial service
83360,Food establishment
83361,Self storage
83362,Television station
83363,Television station
83364,Health and construction business
83365,Government office
83366,Sports activity location
83367,Emergency services
83368,Library
83369,Entertainment business
83370,Store
83371,Television station
83372,Real estate agent
83373,Library
83374,Dry cleaning or laundry
83375,Library
83376,Financial service
83377,Medical organization
83378,Internet cafe
83379,Emergency services
83380,Dry cleaning or laundry
83381,Television station
83382,Medical organization
83383,Health and construction business
83384,Shopping center
83385,Sports activity location
83386,Emergency services
83387,Automotive business
83388,Emergency services
83389,Government office
83390,Sports activity location
83391,Employment agency
83392,Lodging business
83393,Medical organization
83394,Internet cafe
83395,Food establishment
83396,Travel agency
83397,Self storage
83398,Internet cafe
83399,Real estate agent
83400,Financial service
83401,Self storage
83402,Store
83403,Food establishment
83404,Sports activity location
83405,Library
83406,Store
83407,Entertainment business
83408,Tourist information center
83409,Financial service
83410,Store
83411,Internet cafe
83412,Food establishment
83413,Employment agency
83414,Automotive business
83415,Travel agency
83416,Animal shelter
83417,Child care
83418,Automotive business
83419,Medical organization
83420,Automotive business
83421,Real estate agent
83422,Medical organization
83423,Store
83424,Medical organization
83425,Television station
83426,Professional service
83427,Food establishment
83428,Lodging business
83429,Television station
83430,Medical organization
83431,Internet cafe
83432,Emergency services
83433,Television station
83434,Dry cleaning or laundry
83435,Food establishment
83436,Sports activity location
83437,Library
83438,Child care
83439,Emergency services
83440,Government office
83441,Emergency services
83442,Automotive business
83443,Real estate agent
83444,Dry cleaning or laundry
83445,Dry cleaning or laundry
83446,Health and construction business
83447,Food establishment
83448,Lodging business
83449,Entertainment business
83450,Shopping center
83451,Emergency services
83452,Financial service
83453,Medical organization
83454,Tourist information center
83455,Food establishment
83456,Library
83457,Professional service
83458,Animal shelter
83459,Store
83460,Medical organization
83461,Financial service
83462,Store
83463,Library
83464,Television station
83465,Financial service
83466,Shopping center
83467,Financial service
83468,Store
83469,Emergency services
83470,Financial service
83471,Food establishment
83472,Medical organization
83473,Television station
83474,Automotive business
83475,Shopping center
83476,Sports activity location
83477,Employment agency
83478,Medical organization
83479,Health and construction business
83480,Automotive business
83481,Employment agency
83482,Health and construction business
83483,Television station
83484,Food establishment
83485,Financial service
83486,Food establishment
83487,Real estate agent
83488,Real estate agent
83489,Tourist information center
83490,Tourist information center
83491,Financial service
83492,Store
83493,Self storage
83494,Entertainment business
83495,Professional service
83496,Professional service
83497,Self storage
83498,Automotive business
83499,Automotive business
83500,Travel agency
83501,Self storage
83502,Travel agency
83503,Self storage
83504,Self storage
83505,Medical organization
83506,Animal shelter
83507,Travel agency
83508,Internet cafe
83509,Library
83510,Tourist information center
83511,Government office
83512,Library
83513,Sports activity location
83514,Automotive business
83515,Shopping center
83516,Shopping center
83517,Television station
83518,Financial service
83519,Library
83520,Government office
83521,Store
83522,Emergency services
83523,Store
83524,Real estate agent
83525,Automotive business
83526,Health and construction business
83527,Real estate agent
83528,Medical organization
83529,Dry cleaning or laundry
83530,Self storage
83531,Television station
83532,Real estate agent
83533,Financial service
83534,Sports activity location
83535,Television station
83536,Lodging business
83537,Self storage
83538,Government office
83539,Tourist information center
83540,Dry cleaning or laundry
83541,Professional service
83542,Television station
83543,Television station
83544,Television station
83545,Shopping center
83546,Lodging business
83547,Travel agency
83548,Sports activity location
83549,Professional service
83550,Health and construction business
83551,Entertainment business
83552,Child care
83553,Professional service
83554,Lodging business
83555,Lodging business
83556,Self storage
83557,Tourist information center
83558,Professional service
83559,Travel agency
83560,Health and construction business
83561,Emergency services
83562,Travel agency
83563,Emergency services
83564,Shopping center
83565,Medical organization
83566,Entertainment business
83567,Internet cafe
83568,Lodging business
83569,Tourist information center
83570,Employment agency
83571,Financial service
83572,Dry cleaning or laundry
83573,Self storage
83574,Shopping center
83575,Travel agency
83576,Internet cafe
83577,Real estate agent
83578,Lodging business
83579,Automotive business
83580,Animal shelter
83581,Food establishment
83582,Self storage
83583,Dry cleaning or laundry
83584,Food establishment
83585,Health and construction business
83586,Shopping center
83587,Internet cafe
83588,Medical organization
83589,Automotive business
83590,Animal shelter
83591,Automotive business
83592,Library
83593,Medical organization
83594,Sports activity location
83595,Health and construction business
83596,Automotive business
83597,Automotive business
83598,Dry cleaning or laundry
83599,Television station
83600,Dry cleaning or laundry
83601,Financial service
83602,Tourist information center
83603,Library
83604,Television station
83605,Professional service
83606,Library
83607,Television station
83608,Child care
83609,Financial service
83610,Travel agency
83611,Dry cleaning or laundry
83612,Food establishment
83613,Sports activity location
83614,Tourist information center
83615,Health and construction business
83616,Automotive business
83617,Automotive business
83618,Employment agency
83619,Emergency services
83620,Television station
83621,Travel agency
83622,Food establishment
83623,Store
83624,Professional service
83625,Shopping center
83626,Lodging business
83627,Lodging business
83628,Entertainment business
83629,Real estate agent
83630,Real estate agent
83631,Shopping center
83632,Internet cafe
83633,Child care
83634,Internet cafe
83635,Library
83636,Dry cleaning or laundry
83637,Self storage
83638,Professional service
83639,Automotive business
83640,Television station
83641,Real estate agent
83642,Tourist information center
83643,Travel agency
83644,Entertainment business
83645,Television station
83646,Television station
83647,Animal shelter
83648,Employment agency
83649,Self storage
83650,Travel agency
83651,Animal shelter
83652,Health and construction business
83653,Health and construction business
83654,Store
83655,Library
83656,Entertainment business
83657,Travel agency
83658,Lodging business
83659,Shopping center
83660,Food establishment
83661,Entertainment business
83662,Library
83663,Professional service
83664,Internet cafe
83665,Tourist information center
83666,Library
83667,Employment agency
83668,Lodging business
83669,Government office
83670,Government office
83671,Food establishment
83672,Store
83673,Animal shelter
83674,Government office
83675,Lodging business
83676,Medical organization
83677,Employment agency
83678,Animal shelter
83679,Real estate agent
83680,Animal shelter
83681,Child care
83682,Health and construction business
83683,Real estate agent
83684,Automotive business
83685,Employment agency
83686,Health and construction business
83687,Animal shelter
83688,Real estate agent
83689,Dry cleaning or laundry
83690,Health and construction business
83691,Internet cafe
83692,Travel agency
83693,Automotive business
83694,Store
83695,Dry cleaning or laundry
83696,Financial service
83697,Animal shelter
83698,Automotive business
83699,Television station
83700,Medical organization
83701,Professional service
83702,Government office
83703,Professional service
83704,Child care
83705,Television station
83706,Food establishment
83707,Travel agency
83708,Library
83709,Health and construction business
83710,Library
83711,Tourist information center
83712,Government office
83713,Financial service
83714,Automotive business
83715,Food establishment
83716,Financial service
83717,Entertainment business
83718,Government office
83719,Lodging business
83720,Self storage
83721,Health and construction business
83722,Dry cleaning or laundry
83723,Internet cafe
83724,Employment agency
83725,Professional service
83726,Food establishment
83727,Television station
83728,Health and construction business
83729,Food establishment
83730,Employment agency
83731,Library
83732,Automotive business
83733,Travel agency
83734,Child care
83735,Self storage
83736,Health and construction business
83737,Shopping center
83738,Store
83739,Professional service
83740,Dry cleaning or laundry
83741,Store
83742,Child care
83743,Real estate agent
83744,Health and construction business
83745,Television station
83746,Emergency services
83747,Television station
83748,Travel agency
83749,Dry cleaning or laundry
83750,Sports activity location
83751,Medical organization
83752,Food establishment
83753,Real estate agent
83754,Professional service
83755,Government office
83756,Animal shelter
83757,Dry cleaning or laundry
83758,Government office
83759,Medical organization
83760,Health and construction business
83761,Entertainment business
83762,Government office
83763,Travel agency
83764,Health and construction business
83765,Animal shelter
83766,Food establishment
83767,Internet cafe
83768,Lodging business
83769,Internet cafe
83770,Dry cleaning or laundry
83771,Health and construction business
83772,Financial service
83773,Employment agency
83774,Professional service
83775,Shopping center
83776,Shopping center
83777,Store
83778,Store
83779,Shopping center
83780,Automotive business
83781,Entertainment business
83782,Store
83783,Government office
83784,Self storage
83785,Real estate agent
83786,Store
83787,Dry cleaning or laundry
83788,Employment agency
